atlas_unique_passenger_id,Target,marketing_type,hasRecommendation,hasStartedContactForm,hasSubmittedFullContactInfo,parent_journey_name
188867,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62119,New Customers,Paid Digital,0,0,0,Financial Health Checkup
144547,New Customers,Paid Digital,0,0,0,Financial Health Checkup
26499,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178833,New Customers,Paid Digital,0,0,0,Financial Health Checkup
20130,New Customers,Paid Digital,0,0,0,Financial Health Checkup
166550,New Customers,Paid Digital,0,0,0,Financial Health Checkup
71635,New Customers,Paid Digital,0,0,0,Financial Health Checkup
88441,New Customers,Paid Digital,0,0,0,Financial Health Checkup
26782,New Customers,Paid Digital,0,0,0,Financial Health Checkup
129904,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34054,New Customers,Paid Digital,0,0,0,Financial Health Checkup
153453,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
181759,New Customers,Paid Digital,0,0,0,Financial Health Checkup
82520,New Customers,Paid Digital,0,0,0,Financial Health Checkup
188469,New Customers,Paid Digital,0,0,0,Financial Health Checkup
112436,New Customers,Paid Digital,0,0,0,Financial Health Checkup
144785,New Customers,Paid Digital,0,0,0,Financial Health Checkup
54991,New Customers,Paid Digital,0,0,0,Financial Health Checkup
58994,New Customers,Paid Digital,0,0,0,Financial Health Checkup
170877,New Customers,Paid Digital,0,0,0,Financial Health Checkup
78628,New Customers,Paid Digital,0,0,0,Financial Health Checkup
47881,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77929,New Customers,Paid Digital,0,0,0,Financial Health Checkup
45864,New Customers,Paid Digital,0,0,0,Financial Health Checkup
96300,New Customers,Paid Digital,0,0,0,Financial Health Checkup
200254,New Customers,Paid Digital,0,0,0,Financial Health Checkup
82907,New Customers,Paid Digital,0,0,0,Financial Health Checkup
147514,New Customers,Paid Digital,0,0,0,Financial Health Checkup
10687,New Customers,Paid Digital,0,0,0,Financial Health Checkup
141444,New Customers,Paid Digital,0,0,0,Financial Health Checkup
82232,New Customers,Paid Digital,0,0,0,Financial Health Checkup
36114,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14078,New Customers,Paid Digital,0,0,0,Financial Health Checkup
8358,New Customers,Paid Digital,0,0,0,Financial Health Checkup
24666,New Customers,Paid Digital,0,0,0,Financial Health Checkup
48180,New Customers,Paid Digital,0,0,0,Financial Health Checkup
117610,New Customers,Paid Digital,0,0,0,Financial Health Checkup
23569,New Customers,Paid Digital,0,0,0,Financial Health Checkup
119825,New Customers,Paid Digital,0,0,0,Financial Health Checkup
113144,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
39898,New Customers,Paid Digital,0,0,0,Financial Health Checkup
33589,New Customers,Paid Digital,0,0,0,Financial Health Checkup
197541,New Customers,Paid Digital,0,0,0,Financial Health Checkup
190378,New Customers,Paid Digital,0,0,0,Financial Health Checkup
142085,New Customers,Paid Digital,0,0,0,Financial Health Checkup
137225,New Customers,Paid Digital,0,0,0,Financial Health Checkup
71970,New Customers,Paid Digital,0,0,0,Financial Health Checkup
154694,New Customers,Paid Digital,0,0,0,Financial Health Checkup
46748,New Customers,Paid Digital,0,0,0,Financial Health Checkup
155434,New Customers,Paid Digital,0,0,0,Financial Health Checkup
32634,New Customers,Paid Digital,0,0,0,Financial Health Checkup
2697,New Customers,Paid Digital,0,0,0,Financial Health Checkup
66131,New Customers,Paid Digital,0,0,0,Financial Health Checkup
48374,New Customers,Paid Digital,0,0,0,Financial Health Checkup
2053,New Customers,Paid Digital,0,0,0,Financial Health Checkup
84418,New Customers,Paid Digital,0,0,0,Financial Health Checkup
195099,New Customers,Paid Digital,0,0,0,Financial Health Checkup
125304,New Customers,Paid Digital,0,0,0,Financial Health Checkup
51721,New Customers,Paid Digital,0,0,0,Financial Health Checkup
199749,New Customers,Paid Digital,0,0,0,Financial Health Checkup
31740,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169783,New Customers,Paid Digital,0,0,0,Financial Health Checkup
84905,New Customers,Paid Digital,0,0,0,Financial Health Checkup
126933,New Customers,Paid Digital,0,0,0,Financial Health Checkup
47149,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
12175,New Customers,Paid Digital,0,0,0,Financial Health Checkup
120907,New Customers,Paid Digital,0,0,0,Financial Health Checkup
125563,New Customers,Paid Digital,0,0,0,Financial Health Checkup
121208,New Customers,Paid Digital,0,0,0,Financial Health Checkup
123654,New Customers,Paid Digital,0,0,0,Financial Health Checkup
57878,New Customers,Paid Digital,0,0,0,Financial Health Checkup
170487,New Customers,Paid Digital,0,0,0,Financial Health Checkup
106803,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
176560,New Customers,Paid Digital,0,0,0,Financial Health Checkup
49487,New Customers,Paid Digital,0,0,0,Financial Health Checkup
147766,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34523,New Customers,Paid Digital,0,0,0,Financial Health Checkup
19364,New Customers,Paid Digital,0,0,0,Financial Health Checkup
162314,New Customers,Paid Digital,0,0,0,Financial Health Checkup
199450,New Customers,Paid Digital,0,0,0,Financial Health Checkup
3782,New Customers,Paid Digital,0,0,0,Financial Health Checkup
182978,New Customers,Paid Digital,0,0,0,Financial Health Checkup
110977,New Customers,Paid Digital,0,0,0,Financial Health Checkup
60316,New Customers,Paid Digital,0,0,0,Financial Health Checkup
13592,New Customers,Paid Digital,0,0,0,Financial Health Checkup
59636,New Customers,Paid Digital,0,0,0,Financial Health Checkup
160184,New Customers,Paid Digital,0,0,0,Financial Health Checkup
27938,New Customers,Paid Digital,0,0,0,Financial Health Checkup
80639,New Customers,Paid Digital,0,0,0,Financial Health Checkup
190084,New Customers,Paid Digital,0,0,0,Financial Health Checkup
150127,New Customers,Paid Digital,0,0,0,Financial Health Checkup
48419,New Customers,Paid Digital,0,0,0,Financial Health Checkup
99817,New Customers,Paid Digital,0,0,0,Financial Health Checkup
97890,New Customers,Not Paid Digital,0,0,0,Financial Health Checkup
189033,New Customers,Paid Digital,0,0,0,Financial Health Checkup
24653,New Customers,Paid Digital,0,0,0,Financial Health Checkup
78399,New Customers,Paid Digital,0,0,0,Financial Health Checkup
163142,New Customers,Paid Digital,0,0,0,Financial Health Checkup
161500,New Customers,Paid Digital,0,0,0,Financial Health Checkup
73334,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169348,New Customers,Paid Digital,0,0,0,Financial Health Checkup
66320,New Customers,Paid Digital,0,0,0,Financial Health Checkup
72807,New Customers,Paid Digital,0,0,0,Financial Health Checkup
158963,New Customers,Paid Digital,0,0,0,Financial Health Checkup
96514,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
82606,New Customers,Paid Digital,0,0,0,Financial Health Checkup
199067,New Customers,Paid Digital,0,0,0,Financial Health Checkup
172816,New Customers,Paid Digital,0,0,0,Financial Health Checkup
78877,New Customers,Paid Digital,0,0,0,Financial Health Checkup
78407,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
106610,New Customers,Paid Digital,0,0,0,Financial Health Checkup
57397,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
29138,New Customers,Paid Digital,0,0,0,Financial Health Checkup
7800,New Customers,Paid Digital,0,0,0,Financial Health Checkup
29484,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25730,New Customers,Paid Digital,0,0,0,Financial Health Checkup
65994,New Customers,Paid Digital,0,0,0,Financial Health Checkup
46696,New Customers,Paid Digital,0,0,0,Financial Health Checkup
3314,New Customers,Paid Digital,0,0,0,Financial Health Checkup
11003,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
89527,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151270,New Customers,Paid Digital,0,0,0,Financial Health Checkup
114742,New Customers,Paid Digital,0,0,0,Financial Health Checkup
65661,New Customers,Paid Digital,0,0,0,Financial Health Checkup
104527,New Customers,Paid Digital,0,0,0,Financial Health Checkup
24197,New Customers,Paid Digital,0,0,0,Financial Health Checkup
4459,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
193673,New Customers,Paid Digital,0,0,0,Financial Health Checkup
185187,New Customers,Paid Digital,0,0,0,Financial Health Checkup
24390,New Customers,Paid Digital,0,0,0,Financial Health Checkup
179041,New Customers,Paid Digital,0,0,0,Financial Health Checkup
182304,New Customers,Paid Digital,0,0,0,Financial Health Checkup
185563,New Customers,Paid Digital,0,0,0,Financial Health Checkup
200565,New Customers,Paid Digital,0,0,0,Financial Health Checkup
97895,New Customers,Paid Digital,0,0,0,Financial Health Checkup
52215,New Customers,Paid Digital,0,0,0,Financial Health Checkup
58744,New Customers,Paid Digital,0,0,0,Financial Health Checkup
128371,New Customers,Paid Digital,0,0,0,Financial Health Checkup
124568,New Customers,Paid Digital,0,0,0,Financial Health Checkup
81691,New Customers,Paid Digital,0,0,0,Financial Health Checkup
15703,New Customers,Paid Digital,0,0,0,Financial Health Checkup
37395,New Customers,Paid Digital,0,0,0,Financial Health Checkup
88096,New Customers,Paid Digital,0,0,0,Financial Health Checkup
116952,New Customers,Paid Digital,0,0,0,Financial Health Checkup
37858,New Customers,Paid Digital,0,0,0,Financial Health Checkup
159129,New Customers,Paid Digital,0,0,0,Financial Health Checkup
136715,New Customers,Paid Digital,0,0,0,Financial Health Checkup
43045,New Customers,Paid Digital,0,0,0,Financial Health Checkup
101935,New Customers,Paid Digital,0,0,0,Financial Health Checkup
111965,New Customers,Paid Digital,0,0,0,Financial Health Checkup
13258,New Customers,Paid Digital,0,0,0,Financial Health Checkup
110666,New Customers,Paid Digital,0,0,0,Financial Health Checkup
58471,New Customers,Paid Digital,0,0,0,Financial Health Checkup
85783,New Customers,Paid Digital,0,0,0,Financial Health Checkup
170859,New Customers,Paid Digital,0,0,0,Financial Health Checkup
36523,New Customers,Paid Digital,0,0,0,Financial Health Checkup
193416,New Customers,Paid Digital,0,0,0,Financial Health Checkup
202579,New Customers,Paid Digital,0,0,0,Financial Health Checkup
148446,New Customers,Paid Digital,0,0,0,Financial Health Checkup
194750,New Customers,Not Paid Digital,0,0,0,Financial Health Checkup
17513,New Customers,Paid Digital,0,0,0,Financial Health Checkup
154779,New Customers,Paid Digital,0,0,0,Financial Health Checkup
86497,New Customers,Paid Digital,0,0,0,Financial Health Checkup
124553,New Customers,Paid Digital,0,0,0,Financial Health Checkup
32606,New Customers,Paid Digital,0,0,0,Financial Health Checkup
167095,New Customers,Paid Digital,0,0,0,Financial Health Checkup
50865,New Customers,Paid Digital,0,0,0,Financial Health Checkup
74891,New Customers,Paid Digital,0,0,0,Financial Health Checkup
8578,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25551,New Customers,Paid Digital,0,0,0,Financial Health Checkup
31435,New Customers,Not Paid Digital,0,0,0,Financial Health Checkup
159661,New Customers,Paid Digital,0,0,0,Financial Health Checkup
188109,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
91463,New Customers,Paid Digital,0,0,0,Financial Health Checkup
27050,New Customers,Paid Digital,0,0,0,Financial Health Checkup
56864,New Customers,Paid Digital,0,0,0,Financial Health Checkup
38442,New Customers,Paid Digital,0,0,0,Financial Health Checkup
10160,New Customers,Paid Digital,0,0,0,Financial Health Checkup
187937,New Customers,Paid Digital,0,0,0,Financial Health Checkup
185086,New Customers,Paid Digital,0,0,0,Financial Health Checkup
74878,New Customers,Paid Digital,0,0,0,Financial Health Checkup
130139,New Customers,Paid Digital,0,0,0,Financial Health Checkup
165205,New Customers,Paid Digital,0,0,0,Financial Health Checkup
198855,New Customers,Paid Digital,0,0,0,Financial Health Checkup
102604,New Customers,Paid Digital,0,0,0,Financial Health Checkup
124394,New Customers,Paid Digital,0,0,0,Financial Health Checkup
91450,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
157961,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14899,New Customers,Paid Digital,0,0,0,Financial Health Checkup
64401,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40441,New Customers,Paid Digital,0,0,0,Financial Health Checkup
100482,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151893,New Customers,Paid Digital,0,0,0,Financial Health Checkup
32046,New Customers,Paid Digital,0,0,0,Financial Health Checkup
197513,New Customers,Paid Digital,0,0,0,Financial Health Checkup
82360,New Customers,Paid Digital,0,0,0,Financial Health Checkup
100919,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178092,New Customers,Paid Digital,0,0,0,Financial Health Checkup
59359,New Customers,Paid Digital,0,0,0,Financial Health Checkup
50275,Existing Users,Not Paid Digital,1,1,0,Financial Health Checkup
142018,New Customers,Paid Digital,0,0,0,Financial Health Checkup
32792,New Customers,Paid Digital,0,0,0,Financial Health Checkup
84990,New Customers,Paid Digital,0,0,0,Financial Health Checkup
126128,New Customers,Paid Digital,0,0,0,Financial Health Checkup
177828,New Customers,Paid Digital,0,0,0,Financial Health Checkup
30576,New Customers,Paid Digital,0,0,0,Financial Health Checkup
29776,New Customers,Paid Digital,0,0,0,Financial Health Checkup
123610,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25254,New Customers,Paid Digital,0,0,0,Financial Health Checkup
202716,New Customers,Paid Digital,0,0,0,Financial Health Checkup
15737,New Customers,Paid Digital,0,0,0,Financial Health Checkup
110296,New Customers,Paid Digital,0,0,0,Financial Health Checkup
143882,New Customers,Paid Digital,0,0,0,Financial Health Checkup
97639,New Customers,Paid Digital,0,0,0,Financial Health Checkup
18765,New Customers,Paid Digital,0,0,0,Financial Health Checkup
43675,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25085,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62772,New Customers,Paid Digital,0,0,0,Financial Health Checkup
96516,New Customers,Paid Digital,0,0,0,Financial Health Checkup
134395,New Customers,Paid Digital,0,0,0,Financial Health Checkup
5206,New Customers,Paid Digital,0,0,0,Financial Health Checkup
184175,New Customers,Paid Digital,0,0,0,Financial Health Checkup
92595,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169761,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25609,New Customers,Paid Digital,0,0,0,Financial Health Checkup
175189,New Customers,Paid Digital,0,0,0,Financial Health Checkup
163402,New Customers,Paid Digital,0,0,0,Financial Health Checkup
29057,Existing Users,Paid Digital,0,0,0,Financial Health Checkup
75962,New Customers,Paid Digital,0,0,0,Financial Health Checkup
120978,New Customers,Paid Digital,0,0,0,Financial Health Checkup
120754,New Customers,Paid Digital,0,0,0,Financial Health Checkup
61814,New Customers,Paid Digital,0,0,0,Financial Health Checkup
179622,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67198,New Customers,Paid Digital,0,0,0,Financial Health Checkup
73528,New Customers,Paid Digital,0,0,0,Financial Health Checkup
54088,New Customers,Paid Digital,0,0,0,Financial Health Checkup
202677,New Customers,Paid Digital,0,0,0,Financial Health Checkup
108512,New Customers,Paid Digital,0,0,0,Financial Health Checkup
69173,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67788,New Customers,Paid Digital,0,0,0,Financial Health Checkup
44414,New Customers,Paid Digital,0,0,0,Financial Health Checkup
114284,New Customers,Paid Digital,0,0,0,Financial Health Checkup
159226,New Customers,Paid Digital,0,0,0,Financial Health Checkup
51401,New Customers,Paid Digital,0,0,0,Financial Health Checkup
4838,New Customers,Paid Digital,0,0,0,Financial Health Checkup
29736,New Customers,Paid Digital,0,0,0,Financial Health Checkup
103778,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62338,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
141216,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40500,New Customers,Paid Digital,0,0,0,Financial Health Checkup
99934,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178144,New Customers,Paid Digital,0,0,0,Financial Health Checkup
173114,New Customers,Paid Digital,0,0,0,Financial Health Checkup
21054,New Customers,Paid Digital,0,0,0,Financial Health Checkup
168822,New Customers,Paid Digital,0,0,0,Financial Health Checkup
35164,New Customers,Paid Digital,0,0,0,Financial Health Checkup
69087,New Customers,Paid Digital,0,0,0,Financial Health Checkup
100658,New Customers,Paid Digital,0,0,0,Financial Health Checkup
119609,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40349,New Customers,Paid Digital,0,0,0,Financial Health Checkup
70074,New Customers,Paid Digital,0,0,0,Financial Health Checkup
64872,New Customers,Paid Digital,0,0,0,Financial Health Checkup
146201,New Customers,Paid Digital,0,0,0,Financial Health Checkup
140556,New Customers,Paid Digital,0,0,0,Financial Health Checkup
75841,New Customers,Paid Digital,0,0,0,Financial Health Checkup
174926,New Customers,Paid Digital,0,0,0,Financial Health Checkup
183594,New Customers,Paid Digital,0,0,0,Financial Health Checkup
150330,New Customers,Paid Digital,0,0,0,Financial Health Checkup
85820,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77758,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34723,New Customers,Paid Digital,0,0,0,Financial Health Checkup
157765,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
82987,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14456,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178323,New Customers,Paid Digital,0,0,0,Financial Health Checkup
12351,New Customers,Paid Digital,0,0,0,Financial Health Checkup
2294,New Customers,Paid Digital,0,0,0,Financial Health Checkup
59870,New Customers,Paid Digital,0,0,0,Financial Health Checkup
68960,New Customers,Paid Digital,0,0,0,Financial Health Checkup
145375,New Customers,Paid Digital,0,0,0,Financial Health Checkup
24171,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
160431,New Customers,Paid Digital,0,0,0,Financial Health Checkup
204577,New Customers,Paid Digital,0,0,0,Financial Health Checkup
118459,New Customers,Paid Digital,0,0,0,Financial Health Checkup
48,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25101,New Customers,Paid Digital,0,0,0,Financial Health Checkup
7883,New Customers,Paid Digital,0,0,0,Financial Health Checkup
103117,New Customers,Paid Digital,0,0,0,Financial Health Checkup
127793,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67396,New Customers,Paid Digital,0,0,0,Financial Health Checkup
47946,New Customers,Paid Digital,0,0,0,Financial Health Checkup
17928,New Customers,Paid Digital,0,0,0,Financial Health Checkup
79768,New Customers,Paid Digital,0,0,0,Financial Health Checkup
180663,New Customers,Paid Digital,0,0,0,Financial Health Checkup
118960,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62168,New Customers,Paid Digital,0,0,0,Financial Health Checkup
149060,New Customers,Paid Digital,0,0,0,Financial Health Checkup
184000,New Customers,Paid Digital,0,0,0,Financial Health Checkup
122900,New Customers,Paid Digital,0,0,0,Financial Health Checkup
73340,New Customers,Paid Digital,0,0,0,Financial Health Checkup
118018,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62054,New Customers,Paid Digital,0,0,0,Financial Health Checkup
20045,New Customers,Paid Digital,0,0,0,Financial Health Checkup
75265,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
194193,New Customers,Paid Digital,0,0,0,Financial Health Checkup
12340,New Customers,Paid Digital,0,0,0,Financial Health Checkup
75191,New Customers,Paid Digital,0,0,0,Financial Health Checkup
198538,New Customers,Paid Digital,0,0,0,Financial Health Checkup
59175,New Customers,Paid Digital,0,0,0,Financial Health Checkup
131129,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
108069,New Customers,Paid Digital,0,0,0,Financial Health Checkup
147482,New Customers,Paid Digital,0,0,0,Financial Health Checkup
71295,New Customers,Paid Digital,0,0,0,Financial Health Checkup
60630,New Customers,Paid Digital,0,0,0,Financial Health Checkup
8086,New Customers,Paid Digital,0,0,0,Financial Health Checkup
104108,New Customers,Paid Digital,0,0,0,Financial Health Checkup
118349,New Customers,Paid Digital,0,0,0,Financial Health Checkup
84071,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
129460,New Customers,Paid Digital,0,0,0,Financial Health Checkup
19116,New Customers,Paid Digital,0,0,0,Financial Health Checkup
127334,New Customers,Paid Digital,0,0,0,Financial Health Checkup
144168,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151457,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
11183,New Customers,Paid Digital,0,0,0,Financial Health Checkup
200665,New Customers,Paid Digital,0,0,0,Financial Health Checkup
65257,New Customers,Paid Digital,0,0,0,Financial Health Checkup
187330,New Customers,Paid Digital,0,0,0,Financial Health Checkup
184071,New Customers,Paid Digital,0,0,0,Financial Health Checkup
20951,New Customers,Paid Digital,0,0,0,Financial Health Checkup
156961,New Customers,Paid Digital,0,0,0,Financial Health Checkup
115065,New Customers,Paid Digital,0,0,0,Financial Health Checkup
122413,New Customers,Paid Digital,0,0,0,Financial Health Checkup
152440,New Customers,Paid Digital,0,0,0,Financial Health Checkup
154298,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40057,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178822,New Customers,Paid Digital,0,0,0,Financial Health Checkup
6014,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62850,New Customers,Paid Digital,0,0,0,Financial Health Checkup
149934,New Customers,Paid Digital,0,0,0,Financial Health Checkup
26518,New Customers,Paid Digital,0,0,0,Financial Health Checkup
165007,New Customers,Paid Digital,0,0,0,Financial Health Checkup
54959,New Customers,Paid Digital,0,0,0,Financial Health Checkup
173981,New Customers,Paid Digital,0,0,0,Financial Health Checkup
7582,New Customers,Paid Digital,0,0,0,Financial Health Checkup
17315,Existing Users,Paid Digital,0,0,0,Financial Health Checkup
141355,New Customers,Paid Digital,0,0,0,Financial Health Checkup
181824,New Customers,Paid Digital,0,0,0,Financial Health Checkup
150336,New Customers,Paid Digital,0,0,0,Financial Health Checkup
21209,New Customers,Paid Digital,0,0,0,Financial Health Checkup
